1, 1, 0, 0
1, 2, 0, 0
1, 3, 3, 156697
1, 4, 0, 0
1, 5, 0, 0
1, 6, 1, 982904
1, 7, 0, 0
1, 8, 47, 24276446
1, 9, 0, 0
1, 10, 0, 0
1, 11, 0, 0
1, 12, 1, 58264
1, 13, 3, 3109992
1, 14, 0, 0
1, 15, 0, 0
1, 16, 1, 52632
1, 17, 0, 0
1, 18, 1, 1264912
1, 19, 0, 0
1, 20, 1, 877648
1, 21, 0, 0
1, 22, 1, 967432
1, 23, 0, 0
1, 24, 0, 0
1, 25, 121, 82191615
1, 26, 0, 0
1, 27, 3, 23145
1, 28, 3, 8109
1, 29, 3, 23145
1, 30, 3, 15626
1, 31, 3, 4833
1, 32, 4, 10932
1, 33, 3, 80226
1, 34, 3, 19077
1, 35, 6, 59831
1, 36, 7, 358019
1, 37, 10, 92025
1, 38, 3, 29789
1, 39, 3, 145211
1, 40, 3, 26880
1, 41, 14, 39851
1, 42, 2, 3464
1, 43, 6, 32633
1, 44, 5, 69121
1, 45, 9, 262586
1, 46, 10, 92025
1, 47, 3, 585480
1, 48, 3, 80226
1, 49, 3, 15497
1, 50, 9, 351504
1, 51, 2, 5125
1, 52, 3, 6248
1, 53, 4, 81915
1, 54, 11, 192279
1, 55, 4, 9960
1, 56, 2, 9192
1, 57, 4, 1713
1, 58, 4, 47113
1, 59, 12, 11086
1, 60, 3, 12193
1, 61, 3, 17006
1, 62, 4, 19189
1, 63, 2, 5356
1, 64, 3, 138488
1, 65, 0, 0
1, 66, 1, 1064
1, 67, 2, 3600
1, 68, 2, 18953
1, 69, 2, 5443
1, 70, 3, 59377
1, 71, 3, 83514
1, 72, 8, 596744
1, 73, 232, 622100
1, 74, 5, 9050
1, 75, 1, 1886
1, 76, 2, 7900
1, 77, 2, 4182
1, 78, 2, 39300
1, 79, 3, 1637
1, 80, 2, 2134
1, 81, 0, 0
1, 82, 4, 13620
1, 83, 2, 7785
1, 84, 2, 4285
1, 85, 2, 12166
1, 86, 8, 66321
1, 87, 2, 15075
1, 88, 3, 1349
1, 89, 2, 9154
1, 90, 6, 21413
1, 91, 2, 7081
1, 92, 2, 8964
1, 93, 7, 29464
1, 94, 24, 147677
1, 95, 4, 41896
1, 96, 3, 8702
1, 97, 4, 6007
1, 98, 4, 20016
1, 99, 2, 21407
1, 100, 3, 29789
1, 101, 3, 18143
1, 102, 4, 27908
1, 103, 14, 39851
1, 104, 2, 3464
1, 105, 6, 32633
1, 106, 4, 7115
1, 107, 8, 170729
1, 108, 3, 185495
1, 109, 2, 25693
1, 110, 6, 60152
1, 111, 3, 9358
1, 112, 3, 85912
1, 113, 14, 242555
1, 114, 3, 9012
1, 115, 8, 229689
1, 116, 4, 56883
1, 117, 3, 6636
1, 118, 8, 60580
1, 119, 3, 6669
1, 120, 3, 16328
1, 121, 1, 390
1, 122, 4, 37594
1, 123, 0, 0
1, 124, 2, 3302
1, 125, 2, 237
1, 126, 7, 2084
1, 127, 1, 13
1, 128, 4, 81915
1, 129, 4, 86814
1, 130, 3, 85912
1, 131, 5, 97033
1, 132, 5, 94355
1, 133, 4, 61592
1, 134, 6, 20452
1, 135, 4, 81915
1, 136, 3, 15190
1, 137, 8, 110178
1, 138, 5, 94355
1, 139, 3, 15515
1, 140, 3, 85912
1, 141, 4, 21593
1, 142, 4, 70862
1, 143, 4, 74774
1, 144, 3, 13397
1, 145, 2, 34278
1, 146, 9, 244493
1, 147, 1, 1816
1, 148, 7, 227248
1, 149, 5, 10698
1, 150, 10, 19008
1, 151, 2, 2555
1, 152, 4, 181524
1, 153, 3, 196772
1, 154, 2, 5403
1, 155, 5, 4604
1, 156, 4, 37602
1, 157, 2, 42809
1, 158, 6, 175438
1, 159, 4, 9268
1, 160, 27, 122492
1, 161, 15, 140290
1, 162, 11, 7210
1, 163, 5, 22820
1, 164, 3, 15989
1, 165, 3, 68869
1, 166, 3, 12036
1, 167, 6, 32657
1, 168, 4, 28715
1, 169, 4, 16517
1, 170, 2, 53885
1, 171, 5, 28576
1, 172, 2, 56317
1, 173, 4, 12646
1, 174, 5, 26166
1, 175, 2, 53902
1, 176, 5, 75018
1, 177, 2, 2701
1, 178, 3, 23607
1, 179, 4, 49085
1, 180, 3, 68869
1, 181, 3, 4525
1, 182, 3, 24914
1, 183, 4, 55276
1, 184, 3, 4140
1, 185, 1, 1064
1, 186, 3, 2755
1, 187, 9, 43961
1, 188, 1, 2084
1, 189, 3, 36466
1, 190, 3, 27294
1, 191, 5, 51056
1, 192, 8, 56963
1, 193, 4, 10481
1, 194, 8, 170729
1, 195, 3, 9332
1, 196, 3, 10392
1, 197, 3, 68869
1, 198, 3, 34238
1, 199, 5, 213112
1, 200, 4, 30536
1, 201, 3, 10363
1, 202, 3, 21382
1, 203, 6, 35849
1, 204, 3, 7975
1, 205, 5, 213112
1, 206, 8, 117961
1, 207, 4, 181524
1, 208, 4, 23303
1, 209, 7, 130138
1, 210, 6, 25315
1, 211, 4, 197581
1, 212, 5, 75018
1, 213, 1, 3669
1, 214, 9, 241241
1, 215, 5, 39477
1, 216, 7, 794030
1, 217, 15, 101476
1, 218, 1, 1512
1, 219, 5, 69628
1, 220, 2, 2432
1, 221, 3, 48292
1, 222, 3, 20785
1, 223, 14, 186138
1, 224, 7, 136471
1, 225, 5, 8114
1, 226, 11, 475204
1, 227, 4, 38134
1, 228, 4, 30536
1, 229, 7, 32000
1, 230, 1, 2362
1, 231, 3, 11709
1, 232, 4, 161602
1, 233, 5, 213112
1, 234, 4, 181524
1, 235, 8, 127132
1, 236, 9, 113721
1, 237, 1, 8758
1, 238, 9, 17471
1, 239, 3, 109546
1, 240, 7, 93148
1, 241, 4, 3908
1, 242, 4, 175767
1, 243, 3, 109546
1, 244, 4, 8915
1, 245, 2, 4556
1, 246, 3, 13671
1, 247, 4, 11925
1, 248, 2, 34278
1, 249, 3, 36466
1, 250, 12, 121883
1, 251, 3, 212358
1, 252, 4, 3803
1, 253, 2, 8259
1, 254, 5, 214953
1, 255, 3, 27294
1, 256, 3, 68869
1, 257, 10, 239898
1, 258, 7, 241398
1, 259, 9, 80095
1, 260, 0, 0
1, 261, 84, 166615
1, 262, 0, 0
1, 263, 1, 792
1, 264, 6, 78048
1, 265, 2, 691
1, 266, 18, 106698
1, 267, 4, 124233
1, 268, 6, 6904
1, 269, 14, 2259
1, 270, 12, 5163
1, 271, 13, 49372
1, 272, 24, 46979
1, 273, 24, 60078
1, 274, 2, 8953
1, 275, 24, 50651
1, 276, 21, 28146
1, 277, 13, 4029
1, 278, 22, 119508
1, 279, 0, 0
1, 280, 1, 12462
1, 281, 0, 0
1, 282, 46, 15855
1, 283, 1, 220
1, 284, 0, 0
1, 285, 3, 479
1, 286, 0, 0
1, 287, 570, 1823576
1, 288, 344, 530554
1, 289, 96, 351724
1, 290, 29, 151478
1, 291, 14, 100845
1, 292, 0, 0
1, 293, 4, 3459
1, 294, 7, 13863
1, 295, 1, 2714
1, 296, 0, 0
1, 297, 3, 3788
1, 298, 0, 0
1, 299, 2, 4727
1, 300, 1, 3174
1, 301, 0, 0
1, 302, 28, 76261
1, 303, 44, 110519
1, 304, 11, 47436
1, 305, 0, 0
1, 306, 4, 7734
1, 307, 2, 1480
1, 308, 1, 2532
1, 309, 0, 0
1, 310, 4, 6447
1, 311, 9, 12049
1, 312, 3, 4907
1, 313, 0, 0
1, 314, 10, 22421
1, 315, 19, 38127
1, 316, 5, 12311
1, 317, 0, 0
1, 318, 7, 15608
1, 319, 14, 42376
1, 320, 5, 31867
1, 321, 0, 0
1, 322, 12, 40030
1, 323, 19, 40839
1, 324, 6, 8596
1, 325, 0, 0
1, 326, 5, 11118
1, 327, 6, 12531
1, 328, 2, 4325
1, 329, 0, 0
1, 330, 3, 3180
1, 331, 8, 7701
1, 332, 4, 3393
1, 333, 0, 0
1, 334, 17, 45195
1, 335, 26, 61870
1, 336, 7, 19465
1, 337, 0, 0
1, 338, 20, 53367
1, 339, 38, 91306
1, 340, 11, 45196
1, 341, 0, 0
1, 342, 7, 14069
1, 343, 1, 1716
1, 344, 2, 2960
1, 345, 0, 0
1, 346, 2, 3205
1, 347, 4, 6071
1, 348, 3, 5889
1, 349, 0, 0
1, 350, 19, 48464
1, 351, 36, 84320
1, 352, 8, 39503
1, 353, 0, 0
1, 354, 29, 78189
1, 355, 43, 110600
1, 356, 11, 47977
1, 357, 0, 0
1, 358, 2, 1930
1, 359, 5, 5106
1, 360, 0, 0
1, 361, 14, 33989
1, 362, 31, 81501
1, 363, 6, 18821
1, 364, 0, 0
1, 365, 16, 42030
1, 366, 22, 61102
1, 367, 6, 33434
1, 368, 3, 1376
1, 369, 1, 72
1, 370, 2, 3655
1, 371, 1, 766
1, 372, 1, 166
1, 373, 1, 134
1, 374, 1, 834
1, 375, 0, 0
1, 376, 1, 73
1, 377, 1, 240
1, 378, 0, 0
1, 379, 9, 14677
1, 380, 0, 0
1, 381, 4, 41896
1, 382, 2, 251443
1, 383, 4, 59773
1, 384, 0, 0
1, 385, 0, 0
1, 386, 8, 36779
1, 387, 0, 0
1, 388, 9, 358011
1, 389, 0, 0
1, 390, 18, 501466
1, 391, 0, 0
1, 392, 7, 140922
1, 393, 0, 0
1, 394, 18, 689732
1, 395, 0, 0
1, 396, 2, 989
1, 397, 0, 0
1, 398, 19, 1223099
1, 399, 0, 0
1, 400, 15, 727509
1, 401, 0, 0
1, 402, 18, 533432
1, 403, 0, 0
1, 404, 25, 2114381
1, 405, 0, 0
1, 406, 5, 43523
1, 407, 0, 0
1, 408, 14, 583432
1, 409, 0, 0
1, 410, 16, 643442
1, 411, 0, 0
1, 412, 18, 1283571
1, 413, 0, 0
1, 414, 1, 1734
1, 415, 0, 0
1, 416, 23, 1473562
1, 417, 0, 0
1, 418, 24, 2252431
1, 419, 0, 0
1, 420, 1, 23297
1, 421, 0, 0
1, 422, 1, 496267
1, 423, 0, 0
1, 424, 17, 830389
1, 425, 0, 0
1, 426, 20, 1892572
1, 427, 0, 0
1, 428, 20, 2590315
1, 429, 0, 0
1, 430, 1, 499
1, 431, 0, 0
1, 432, 24, 1523924
1, 433, 0, 0
1, 434, 20, 1356774
1, 435, 0, 0
1, 436, 7, 60766
1, 437, 0, 0
1, 438, 20, 1625737
1, 439, 0, 0
1, 440, 19, 1812006
1, 441, 0, 0
1, 442, 15, 759518
1, 443, 0, 0
1, 444, 19, 1511592
1, 445, 0, 0
1, 446, 1, 861
1, 447, 0, 0
1, 448, 1, 579
1, 449, 0, 0
1, 450, 1, 504
1, 451, 0, 0
1, 452, 2, 13572
1, 453, 0, 0
1, 454, 20, 2449653
1, 455, 0, 0
1, 456, 3, 36926
1, 457, 0, 0
1, 458, 25, 2655831
1, 459, 0, 0
1, 460, 1, 515
1, 461, 0, 0
1, 462, 7, 23727
1, 463, 0, 0
1, 464, 23, 1646159
1, 465, 0, 0
1, 466, 20, 1626869
1, 467, 0, 0
1, 468, 17, 401352
1, 469, 0, 0
1, 470, 11, 949594
1, 471, 0, 0
1, 472, 8, 182975
1, 473, 0, 0
1, 474, 15, 512433
1, 475, 0, 0
1, 476, 9, 156191
1, 477, 0, 0
1, 478, 3, 329340
1, 479, 0, 0
1, 480, 5, 110041
1, 481, 0, 0
1, 482, 15, 613304
1, 483, 0, 0
1, 484, 16, 964900
1, 485, 0, 0
1, 486, 9, 344637
1, 487, 0, 0
1, 488, 3, 326100
1, 489, 0, 0
1, 490, 12, 352894
1, 491, 0, 0
1, 492, 10, 574455
1, 493, 0, 0
1, 494, 10, 653085
1, 495, 0, 0
1, 496, 14, 833490
1, 497, 0, 0
1, 498, 1, 16373
1, 499, 0, 0
1, 500, 1, 498
1, 501, 0, 0
1, 502, 1, 476
1, 503, 0, 0
1, 504, 5, 379778
1, 505, 0, 0
1, 506, 1, 18482
1, 507, 0, 0
1, 508, 1, 8381
1, 509, 0, 0
1, 510, 2, 19866
1, 511, 0, 0
1, 512, 1, 500
1, 513, 0, 0
1, 514, 1, 473
1, 515, 0, 0
1, 516, 1, 17247
1, 517, 0, 0
1, 518, 1, 481
1, 519, 0, 0
1, 520, 5, 170487
1, 521, 0, 0
1, 522, 4, 46458
1, 523, 0, 0
1, 524, 1, 18846
1, 525, 0, 0
1, 526, 1, 18269
1, 527, 0, 0
1, 528, 1, 481
1, 529, 0, 0
1, 530, 5, 213995
1, 531, 0, 0
1, 532, 1, 17453
1, 533, 0, 0
1, 534, 3, 97710
1, 535, 0, 0
1, 536, 1, 495
1, 537, 0, 0
1, 538, 6, 91805
1, 539, 0, 0
1, 540, 2, 276314
1, 541, 0, 0
1, 542, 2, 32827
1, 543, 0, 0
1, 544, 4, 35672
1, 545, 0, 0
1, 546, 1, 570
1, 547, 0, 0
1, 548, 1, 21314
1, 549, 0, 0
1, 550, 6, 200210
1, 551, 0, 0
1, 552, 5, 107748
1, 553, 0, 0
1, 554, 1, 495
1, 555, 0, 0
1, 556, 4, 24968
1, 557, 0, 0
1, 558, 1, 11481
1, 559, 0, 0
1, 560, 1, 18071
1, 561, 0, 0
1, 562, 2, 25018
1, 563, 0, 0
1, 564, 1, 18537
1, 565, 0, 0
1, 566, 5, 164034
1, 567, 0, 0
1, 568, 2, 12271
1, 569, 0, 0
1, 570, 1, 3663
1, 571, 0, 0
1, 572, 2, 60431
1, 573, 0, 0
1, 574, 2, 1566
1, 575, 0, 0
1, 576, 1, 135
1, 577, 2, 68400
1, 578, 2, 2621
1, 579, 1, 6183
1, 580, 0, 0
1, 581, 1, 231
1, 582, 0, 0
1, 583, 1, 610
1, 584, 1, 932
1, 585, 18, 49899
1, 586, 5, 8381
1, 587, 9, 4249
1, 588, 9, 9022
1, 589, 9, 9177
1, 590, 9, 4310
1, 591, 9, 6486
1, 592, 9, 3643
1, 593, 9, 8226
1, 594, 1, 1108
1, 595, 11, 34851
1, 596, 2, 5951
1, 597, 1, 2139
1, 598, 1, 3900
1, 599, 11, 34531
1, 600, 1, 6386
1, 601, 3, 9017
1, 602, 4, 625
1, 603, 0, 0
1, 604, 3, 38334
1, 605, 0, 0
1, 606, 1, 1165
1, 607, 0, 0
1, 608, 71, 1391661
1, 609, 2, 51037
1, 610, 1, 11689
1, 611, 1, 4945
1, 612, 1, 3418
1, 613, 15, 244097
1, 614, 5, 6580
